ID CLIENTE,EDAD,ESTADO CIVIL,TIPO DE TARJETA,"CLASE DE
CLIENTE","UTILIDAD 
PROMEDIO TC",SALDO CANCELADO TC ,"TOTAL DE 
RECLAMOS","INGRESO 
MENSUAL","CUENTA 
SUELDO","CANTIDAD DE PRODUCTO
FINANCIERO DEL BBVA",ANTIGUEDAD,"USO DE BANCA
POR INTERNET","DEUDA TOTAL DE 
TARJETA DECREDITO","LINEA DISPONIBLE DE 
TARJETA DE CREDITO","LINEA TOTAL DE 
TARJETA DE CREDITO"
ID839,27,Divorsiado,Plata,PREMIUN," 2,597 ",0,1," 17,000 ",1,2,1,1, -   ," 70,000 "," 70,000 "
ID840,34,Soltero,Oro,CLASICO," 2,256 ",0,3," 13,000 ",0,2,0,1," 2,000 "," 32,000 "," 34,000 "
ID841,34,Divorsiado,Life signature,CLASICO," 2,126 ",0,3," 15,000 ",1,4,3,0, -   ," 35,000 "," 35,000 "
ID842,27,Soltero,Life signature,PREMIUN," 55,419 ",0,0," 19,000 ",1,4,2,1, -   ," 110,000 "," 110,000 "
ID843,27,Soltero,Plata,CLASICO, -   ,0,0," 12,000 ",0,2,3,1," 7,000 "," 7,000 "," 14,000 "
ID844,29,Soltero,Life plata,PREMIUN, -   ,0,2," 14,000 ",0,2,9,0, -   ," 110,000 "," 110,000 "
ID845,29,Divorsiado,Life plata,PREMIUN, 867 ,0,2," 13,000 ",1,4,4,1," 22,000 "," 31,000 "," 53,000 "
ID846,32,Casado,Plata,VIP, -   ,0,2," 19,000 ",1,2,7,1, -   ," 120,000 "," 120,000 "
ID847,32,Casado,Life plata,VIP, 560 ,0,2," 18,000 ",0,3,3,0," 8,000 "," 40,000 "," 48,000 "
ID848,30,Casado,Oro,VIP, -   ,0,1," 12,000 ",1,4,4,1, -   ," 21,000 "," 21,000 "
ID849,30,Casado,Black,VIP," 10,390 ",0,1," 12,000 ",0,3,2,1," 3,000 "," 77,000 "," 80,000 "
ID850,50,Divorsiado,Black,CLASICO," 15,217 ",3338,3," 18,000 ",1,3,0,1," 10,000 "," 95,000 "," 105,000 "
ID851,50,Soltero,Life plata,CLASICO," 6,717 ",631,3," 15,000 ",0,4,4,1, -   ," 100,000 "," 100,000 "
ID852,59,Casado,Life plata,VIP," 3,712 ",3564,3," 16,000 ",0,2,7,0, -   ," 80,000 "," 80,000 "
ID853,59,Viudo,Black,VIP," 4,765 ",2125,3," 13,000 ",1,3,1,0," 2,000 "," 32,000 "," 34,000 "
ID854,64,Soltero,Black,PREMIUN, -   ,13,5," 17,000 ",0,2,0,0," 19,000 "," 75,000 "," 94,000 "
ID855,23,Soltero,Plata,PREMIUN, -   ,0,2," 19,000 ",0,4,0,1," 24,000 "," 10,000 "," 34,000 "
ID856,23,Soltero,Life plata,PREMIUN," 27,547 ",0,2," 16,000 ",1,2,2,0, -   ," 110,000 "," 110,000 "
ID857,58,Casado,Life signature,PREMIUN," 4,779 ",0,1," 14,000 ",1,2,7,0," 11,000 "," 110,000 "," 121,000 "
ID858,58,Soltero,Black,PREMIUN, 357 ,0,1," 13,000 ",1,4,1,1, -   ," 110,000 "," 110,000 "
ID859,32,Soltero,Oro,VIP, -   ,1405,1," 13,000 ",1,2,0,1, -   ," 70,000 "," 70,000 "
ID860,32,Divorsiado,Oro,VIP,-261 ,1862,1," 18,000 ",0,3,2,0, -   ," 120,000 "," 120,000 "
ID861,20,Soltero,Oro,VIP, 790 ,506,1," 17,000 ",0,2,3,1, -   ," 21,000 "," 21,000 "
ID862,20,Divorsiado,Oro,VIP," 2,029 ",902,1," 16,000 ",1,2,0,0, -   ," 65,000 "," 65,000 "
ID863,45,Viudo,Life plata,PREMIUN, -   ,0,0," 16,000 ",1,4,6,1," 1,000 "," 5,000 "," 6,000 "
ID864,45,Casado,Oro,PREMIUN,-46 ,0,0," 15,000 ",0,3,4,1," 10,000 "," 95,000 "," 105,000 "
ID865,43,Casado,Life signature,VIP, -   ,471,1," 15,000 ",0,4,4,1, -   ," 80,000 "," 80,000 "
ID866,43,Divorsiado,Plata,VIP, -   ,94,1," 14,000 ",0,4,10,0," 15,000 "," 58,000 "," 73,000 "
ID867,31,Soltero,Oro,VIP, -   ,2141,1," 13,000 ",1,3,5,1, -   ," 50,000 "," 50,000 "
ID868,31,Casado,Oro,VIP, -   ,386,1," 19,000 ",0,2,4,1," 24,000 "," 10,000 "," 34,000 "
ID869,40,Casado,Life plata,PREMIUN, -   ,0,0," 16,000 ",0,3,0,0, -   ," 76,000 "," 76,000 "
ID870,40,Casado,Oro,PREMIUN, -   ,0,0," 18,000 ",0,3,3,0," 11,000 "," 110,000 "," 121,000 "
ID871,35,Divorsiado,Plata,CLASICO," 22,335 ",1308,1," 15,000 ",1,4,2,1, -   ," 70,000 "," 70,000 "
ID872,35,Soltero,Plata,CLASICO," 2,091 ",0,1," 14,000 ",1,4,0,0, -   ," 93,000 "," 93,000 "
ID873,60,Divorsiado,Oro,PREMIUN," 1,046 ",0,2," 15,000 ",0,2,0,1, -   ," 60,000 "," 60,000 "
ID874,60,Divorsiado,Black,PREMIUN, 36 ,0,2," 18,000 ",1,3,3,1, -   ," 65,000 "," 65,000 "
ID875,50,Divorsiado,Life signature,PREMIUN," 85,650 ",46,3," 17,000 ",0,4,3,0, -   ," 80,000 "," 80,000 "
ID876,47,Soltero,Plata,CLASICO," 19,890 ",0,3," 17,000 ",0,3,3,0," 1,000 "," 5,000 "," 6,000 "
ID877,47,Casado,Life signature,CLASICO," 30,939 ",0,3," 15,000 ",1,3,0,1, -   ," 70,000 "," 70,000 "
ID878,28,Soltero,Life plata,PREMIUN, -   ,0,1," 12,000 ",1,2,0,0, -   ," 75,000 "," 75,000 "
ID879,28,Soltero,Black,PREMIUN," 10,935 ",0,1," 16,000 ",1,4,1,0," 15,000 "," 58,000 "," 73,000 "
ID880,25,Divorsiado,Black,VIP, -   ,0,1," 15,000 ",1,2,0,0, -   ," 60,000 "," 60,000 "
ID881,25,Soltero,Oro,VIP, -   ,0,1," 12,000 ",0,4,2,1, -   ," 50,000 "," 50,000 "
ID882,45,Casado,Oro,PREMIUN," 21,443 ",0,0," 14,000 ",0,2,0,1, -   ," 80,000 "," 80,000 "
ID883,45,Divorsiado,Life plata,PREMIUN, -   ,0,0," 15,000 ",1,3,1,0, -   ," 76,000 "," 76,000 "
ID884,32,Casado,Black,VIP," 4,763 ",0,1," 15,000 ",0,4,0,0," 30,000 "," 65,000 "," 95,000 "
ID885,32,Divorsiado,Oro,VIP, -   ,0,1," 13,000 ",0,4,1,1, -   ," 93,000 "," 93,000 "
ID886,55,Divorsiado,Life plata,CLASICO, -   ,0,1," 14,000 ",0,3,0,0," 12,000 "," 21,000 "," 33,000 "
ID887,55,Casado,Life signature,CLASICO, -   ,0,1," 14,000 ",1,4,1,1, -   ," 60,000 "," 60,000 "
ID888,34,Soltero,Oro,CLASICO," 7,602 ",0,2," 17,000 ",1,2,0,1, -   ," 80,000 "," 80,000 "
ID889,34,Soltero,Oro,CLASICO, -   ,0,2," 15,000 ",1,3,3,1, -   ," 70,000 "," 70,000 "
ID890,26,Divorsiado,Life plata,PREMIUN," 36,282 ",0,0," 13,000 ",1,4,10,1, -   ," 60,000 "," 60,000 "
ID891,26,Casado,Oro,PREMIUN," 10,337 ",0,0," 12,000 ",0,4,4,0, -   ," 75,000 "," 75,000 "
ID892,49,Casado,Plata,PREMIUN," 38,488 ",0,2," 14,000 ",1,4,0,1," 4,000 "," 95,000 "," 99,000 "
ID893,49,Divorsiado,Oro,CLASICO, -   ,0,2," 17,000 ",0,3,1,0, -   ," 60,000 "," 60,000 "
ID894,27,Casado,Life signature,CLASICO," 2,153 ",0,3," 12,000 ",1,3,1,1, -   ," 80,000 "," 80,000 "
ID895,27,Divorsiado,Life plata,CLASICO, -   ,0,3," 16,000 ",0,3,0,1, -   ," 61,000 "," 61,000 "
ID896,53,Divorsiado,Black,CLASICO, -   ,29,8," 16,000 ",1,2,0,0," 5,000 "," 19,000 "," 24,000 "
ID897,50,Soltero,Life signature,PREMIUN, 387 ,0,2," 16,000 ",0,2,0,1, -   ," 6,000 "," 6,000 "
ID898,50,Soltero,Plata,PREMIUN, -   ,0,2," 16,000 ",0,3,1,0," 30,000 "," 65,000 "," 95,000 "
ID899,25,Soltero,Life signature,VIP, 0 ,0,1," 17,000 ",1,3,6,0," 18,000 "," 15,000 "," 33,000 "
ID900,25,Soltero,Black,VIP, 996 ,0,1," 13,000 ",1,4,3,1," 12,000 "," 21,000 "," 33,000 "
ID901,30,Casado,Black,PREMIUN," 96,550 ",0,2," 15,000 ",0,2,2,1, -   ," 80,000 "," 80,000 "
ID902,30,Casado,Plata,PREMIUN," 89,060 ",0,2," 13,000 ",1,3,0,0, -   ," 70,000 "," 70,000 "
ID903,22,Soltero,Life plata,CLASICO, -   ,0,1," 16,000 ",1,4,6,1, -   ," 40,000 "," 40,000 "
ID904,22,Soltero,Plata,CLASICO," 18,710 ",0,1," 14,000 ",0,2,3,1, -   ," 60,000 "," 60,000 "
ID905,20,Divorsiado,Oro,CLASICO," 7,454 ",0,1," 19,000 ",1,2,0,1, -   ," 95,000 "," 95,000 "
ID906,20,Soltero,Black,CLASICO, -   ,0,1," 13,000 ",1,3,3,0," 4,000 "," 95,000 "," 99,000 "
ID907,34,Casado,Life signature,VIP," 57,949 ",0,0," 14,000 ",0,2,7,0, -   ," 40,000 "," 40,000 "
ID908,34,Divorsiado,Black,VIP, -   ,0,0," 12,000 ",1,4,4,0, -   ," 61,000 "," 61,000 "
ID909,31,Casado,Life signature,PREMIUN," 27,907 ",0,1," 12,000 ",1,4,9,0," 6,000 "," 40,000 "," 46,000 "
ID910,31,Casado,Plata,PREMIUN, 1 ,0,1," 13,000 ",0,2,1,0, -   ," 6,000 "," 6,000 "
ID911,26,Casado,Life plata,VIP, -   ,0,1," 13,000 ",1,4,6,1," 13,000 "," 73,000 "," 86,000 "
ID912,26,Divorsiado,Black,VIP," 102,053 ",0,1," 12,000 ",0,3,2,1," 18,000 "," 15,000 "," 33,000 "
ID913,23,Casado,Life plata,CLASICO," 11,392 ",0,1," 18,000 ",1,2,1,1, -   ," 40,000 "," 40,000 "
ID914,23,Divorsiado,Life signature,CLASICO, -   ,0,1," 12,000 ",0,4,4,0, -   ," 70,000 "," 70,000 "
ID915,23,Casado,Plata,PREMIUN," 56,845 ",0,0," 14,000 ",0,3,10,0, -   ," 70,000 "," 70,000 "
ID916,23,Soltero,Black,CLASICO," 2,256 ",0,0," 12,000 ",0,4,3,1, -   ," 40,000 "," 40,000 "
ID917,56,Divorsiado,Life signature,CLASICO, -   ,150,5," 17,000 ",1,4,0,0, -   ," 97,000 "," 97,000 "
ID918,28,Soltero,Life plata,PREMIUN," 55,419 ",0,1," 17,000 ",1,3,4,0, -   ," 95,000 "," 95,000 "
ID919,28,Soltero,Life signature,PREMIUN, 48 ,0,1," 17,000 ",1,3,8,0, -   ," 25,000 "," 25,000 "
ID920,59,Casado,Plata,VIP," 2,710 ",0,3," 17,000 ",0,4,0,0, -   ," 11,000 "," 11,000 "
ID921,59,Viudo,Black,VIP, -   ,0,3," 18,000 ",1,2,1,1, -   ," 40,000 "," 40,000 "
ID922,26,Casado,Life plata,PREMIUN," 7,101 ",0,0," 14,000 ",0,4,3,0, -   ," 50,000 "," 50,000 "
ID923,26,Divorsiado,Black,PREMIUN, -   ,0,0," 13,000 ",0,4,3,1," 6,000 "," 40,000 "," 46,000 "
ID924,22,Soltero,Life signature,CLASICO, -   ,1580,2," 19,000 ",0,2,3,1," 13,000 "," 73,000 "," 86,000 "
ID925,22,Casado,Plata,CLASICO, -   ,2135,2," 14,000 ",1,4,0,1," 27,000 "," 23,000 "," 50,000 "
ID926,29,Casado,Black,CLASICO," 15,217 ",3896,2," 19,000 ",1,2,1,1, -   ," 40,000 "," 40,000 "
ID927,29,Casado,Life plata,CLASICO," 2,823 ",302,2," 13,000 ",1,3,0,1," 4,000 "," 95,000 "," 99,000 "
ID928,36,Divorsiado,Oro,PREMIUN," 51,702 ",0,2," 13,000 ",1,3,0,0, -   ," 33,000 "," 33,000 "
ID929,36,Casado,Black,PREMIUN," 3,712 ",0,2," 12,000 ",1,4,3,1, -   ," 70,000 "," 70,000 "
ID930,34,Casado,Plata,PREMIUN," 65,219 ",0,1," 12,000 ",1,3,0,1," 2,000 "," 27,000 "," 29,000 "
ID931,34,Divorsiado,Life plata,CLASICO, -   ,840,1," 18,000 ",0,2,3,0, -   ," 25,000 "," 25,000 "
ID932,38,Casado,Plata,VIP, -   ,2698,1," 13,000 ",1,4,0,0," 5,000 "," 24,000 "," 29,000 "
ID933,38,Soltero,Black,VIP," 4,779 ",1384,1," 18,000 ",0,4,4,0, -   ," 11,000 "," 11,000 "
ID934,46,Casado,Life signature,CLASICO," 11,316 ",830,2," 19,000 ",1,3,5,0, -   ," 56,000 "," 56,000 "
ID935,46,Divorsiado,Life signature,CLASICO, -   ,3352,2," 14,000 ",0,4,2,0, -   ," 50,000 "," 50,000 "
ID936,44,Casado,Plata,VIP, -   ,2461,1," 18,000 ",0,2,0,0, -   ," 50,000 "," 50,000 "
ID937,44,Casado,Plata,VIP," 2,029 ",1601,1," 18,000 ",0,3,3,0," 27,000 "," 23,000 "," 50,000 "
ID938,49,Casado,Life plata,CLASICO, -   ,139,2," 15,000 ",0,2,6,0, -   ," 65,000 "," 65,000 "
ID939,37,Casado,Oro,PREMIUN, -   ,0,1," 13,000 ",0,4,0,0, -   ," 22,000 "," 22,000 "
ID940,37,Soltero,Life plata,PREMIUN, -   ,0,1," 15,000 ",1,3,1,0," 4,000 "," 95,000 "," 99,000 "
ID941,57,Divorsiado,Black,PREMIUN, -   ,0,1," 19,000 ",0,4,0,0, -   ," 110,000 "," 110,000 "
ID942,57,Divorsiado,Plata,PREMIUN, -   ,0,1," 12,000 ",0,2,1,0, -   ," 33,000 "," 33,000 "
ID943,27,Casado,Life plata,PREMIUN, -   ,0,2," 15,000 ",0,3,2,0," 2,000 "," 27,000 "," 29,000 "
ID944,27,Divorsiado,Plata,PREMIUN," 11,427 ",0,2," 19,000 ",1,3,0,0, -   ," 70,000 "," 70,000 "
ID945,42,Viudo,Black,VIP, -   ,3238,1," 15,000 ",0,3,4,1," 5,000 "," 24,000 "," 29,000 "
ID946,42,Divorsiado,Life signature,VIP, -   ,0,1," 13,000 ",0,3,2,1, -   ," 60,000 "," 60,000 "
ID947,34,Casado,Life plata,PREMIUN," 2,425 ",0,2," 12,000 ",0,3,1,0," 11,000 "," 42,000 "," 53,000 "
ID948,34,Soltero,Oro,PREMIUN," 2,091 ",0,2," 19,000 ",1,4,1,0, -   ," 56,000 "," 56,000 "
ID949,50,Soltero,Life signature,CLASICO," 1,398 ",0,2," 19,000 ",1,2,4,0," 1,000 "," 10,000 "," 11,000 "
ID950,50,Casado,Life signature,CLASICO," 1,046 ",0,2," 14,000 ",1,3,3,0, -   ," 50,000 "," 50,000 "
ID951,26,Soltero,Black,PREMIUN," 4,837 ",0,2," 12,000 ",0,2,0,0," 21,000 "," 101,000 "," 122,000 "
ID952,26,Soltero,Life signature,PREMIUN," 30,939 ",0,2," 17,000 ",0,4,2,1, -   ," 22,000 "," 22,000 "
ID953,30,Casado,Life signature,PREMIUN, -   ,0,1," 18,000 ",0,2,4,0, -   ," 110,000 "," 110,000 "
ID954,30,Soltero,Black,PREMIUN," 15,645 ",0,1," 15,000 ",1,2,0,0, -   ," 6,000 "," 6,000 "
ID955,25,Soltero,Oro,PREMIUN, -   ,0,2," 17,000 ",0,3,4,0, -   ," 70,000 "," 70,000 "
ID956,25,Casado,Black,PREMIUN," 10,828 ",0,2," 16,000 ",0,4,1,1," 18,000 "," 21,000 "," 39,000 "
ID957,29,Casado,Plata,PREMIUN," 8,897 ",0,1," 18,000 ",0,3,0,1, -   ," 20,000 "," 20,000 "
ID958,29,Casado,Plata,PREMIUN," 21,443 ",0,1," 16,000 ",0,4,2,0, -   ," 60,000 "," 60,000 "
ID959,49,Soltero,Plata,VIP," 12,861 ",72,7," 14,000 ",0,4,0,0," 13,000 "," 17,000 "," 30,000 "
ID960,48,Divorsiado,Plata,PREMIUN,-129 ,0,3," 18,000 ",0,3,0,1, -   ," 50,000 "," 50,000 "
ID961,48,Casado,Life plata,PREMIUN," 4,763 ",0,3," 17,000 ",0,4,1,1," 11,000 "," 42,000 "," 53,000 "
ID962,25,Casado,Life signature,CLASICO," 21,459 ",0,0," 18,000 ",1,3,0,1, -   ," 53,000 "," 53,000 "
ID963,25,Soltero,Plata,CLASICO, -   ,0,0," 19,000 ",0,4,3,1," 1,000 "," 10,000 "," 11,000 "
ID964,33,Casado,Plata,CLASICO," 7,602 ",0,3," 12,000 ",0,3,2,1," 21,000 "," 101,000 "," 122,000 "
ID965,33,Casado,Life plata,CLASICO, -   ,0,3," 17,000 ",1,2,8,0, -   ," 30,000 "," 30,000 "
ID966,31,Soltero,Life signature,CLASICO," 36,282 ",0,3," 13,000 ",1,3,4,0, -   ," 6,000 "," 6,000 "
ID967,31,Casado,Black,CLASICO, -   ,0,3," 18,000 ",1,3,0,1," 47,000 "," 80,000 "," 127,000 "
ID968,24,Divorsiado,Life signature,PREMIUN," 55,649 ",0,1," 15,000 ",0,3,4,0, -   ," 50,000 "," 50,000 "
ID969,24,Divorsiado,Oro,PREMIUN," 38,488 ",0,1," 17,000 ",0,3,4,1," 18,000 "," 21,000 "," 39,000 "
ID970,26,Soltero,Oro,PREMIUN, -   ,0,1," 13,000 ",0,2,3,1, -   ," 20,000 "," 20,000 "
ID971,26,Divorsiado,Plata,PREMIUN," 13,422 ",0,1," 13,000 ",1,2,5,0, -   ," 38,000 "," 38,000 "
ID972,27,Soltero,Plata,VIP,-101 ,0,3," 17,000 ",0,3,0,1," 35,000 "," 75,000 "," 110,000 "
ID973,27,Casado,Plata,VIP, 387 ,0,3," 16,000 ",0,2,4,1, -   ," 50,000 "," 50,000 "
ID974,39,Casado,Plata,VIP, 0 ,0,1," 16,000 ",0,4,1,1, -   ," 53,000 "," 53,000 "
ID975,39,Divorsiado,Black,VIP, -   ,0,1," 17,000 ",0,3,0,0, -   ," 120,000 "," 120,000 "
ID976,39,Soltero,Plata,PREMIUN," 89,060 ",0,3," 18,000 ",1,2,2,1, -   ," 30,000 "," 30,000 "
ID977,39,Casado,Oro,CLASICO, -   ,0,3," 16,000 ",0,3,0,1, -   ," 5,000 "," 5,000 "
ID978,29,Casado,Black,CLASICO, -   ,0,2," 13,000 ",0,4,0,1," 45,000 "," 90,000 "," 135,000 "
ID979,29,Divorsiado,Black,CLASICO, -   ,0,2," 17,000 ",1,3,1,0," 47,000 "," 80,000 "," 127,000 "
ID980,51,Casado,Oro,PREMIUN," 3,059 ",46,5," 15,000 ",1,4,0,0, -   ," 30,000 "," 30,000 "
ID981,31,Soltero,Black,CLASICO," 7,454 ",0,3," 14,000 ",0,3,3,0, -   ," 50,000 "," 50,000 "
ID982,31,Casado,Plata,CLASICO, 437 ,0,3," 16,000 ",1,2,3,1," 7,000 "," 37,000 "," 44,000 "
ID983,59,Casado,Plata,PREMIUN," 25,202 ",0,3," 12,000 ",0,3,0,0," 7,000 "," 71,000 "," 78,000 "
ID984,59,Casado,Life plata,PREMIUN," 57,949 ",0,3," 19,000 ",1,4,2,1, -   ," 38,000 "," 38,000 "
ID985,29,Casado,Life signature,PREMIUN," 11,230 ",0,4," 13,000 ",0,4,0,0, -   ," 120,000 "," 120,000 "
ID986,29,Divorsiado,Life plata,PREMIUN," 27,907 ",0,4," 14,000 ",1,4,3,0," 35,000 "," 75,000 "," 110,000 "
ID987,29,Casado,Life plata,PREMIUN," 2,974 ",0,1," 15,000 ",0,4,0,0," 1,000 "," 38,000 "," 39,000 "
ID988,29,Soltero,Black,PREMIUN, -   ,0,1," 19,000 ",1,2,1,0, -   ," 120,000 "," 120,000 "
ID989,28,Casado,Oro,CLASICO," 11,392 ",0,2," 17,000 ",0,3,3,1, -   ," 5,000 "," 5,000 "
ID990,28,Divorsiado,Black,CLASICO," 11,386 ",0,2," 16,000 ",1,2,0,0," 19,000 "," 95,000 "," 114,000 "
ID991,38,Divorsiado,Plata,VIP," 6,188 ",0,3," 17,000 ",0,4,1,0," 8,000 "," 39,000 "," 47,000 "
ID992,38,Soltero,Life signature,VIP," 56,845 ",0,3," 12,000 ",1,3,1,1," 45,000 "," 90,000 "," 135,000 "
ID993,59,Divorsiado,Oro,CLASICO, 48 ,0,1," 12,000 ",1,4,2,1," 7,000 "," 37,000 "," 44,000 "
ID994,59,Viudo,Oro,CLASICO, -   ,0,1," 12,000 ",1,4,7,0, -   ," 40,000 "," 40,000 "
ID995,32,Casado,Life plata,VIP," 2,710 ",0,1," 19,000 ",0,4,2,1," 7,000 "," 71,000 "," 78,000 "
ID996,32,Soltero,Black,VIP, -   ,0,1," 16,000 ",1,4,0,0," 40,000 "," 16,000 "," 56,000 "
ID997,51,Divorsiado,Life signature,CLASICO," 7,101 ",0,1," 15,000 ",1,3,4,0, -   ," 120,000 "," 120,000 "
ID998,51,Divorsiado,Life plata,CLASICO," 33,333 ",2571,1," 16,000 ",0,2,6,0, -   ," 40,000 "," 40,000 "
ID999,28,Soltero,Black,VIP, -   ,1034,2," 19,000 ",1,3,0,1, -   ," 40,000 "," 40,000 "
ID1000,28,Divorsiado,Oro,VIP, -   ,3069,2," 19,000 ",1,3,3,0," 1,000 "," 38,000 "," 39,000 "
ID1001,56,Casado,Life plata,CLASICO," 2,849 ",73,3," 13,000 ",1,2,0,1, -   ," 50,000 "," 50,000 "
ID1002,65,Viudo,Black,VIP, -   ,91,2," 12,000 ",0,4,0,0," 5,000 "," 24,000 "," 29,000 "
ID1003,38,Casado,Oro,VIP, -   ,2410,3," 16,000 ",0,3,0,0," 33,000 "," 23,000 "," 56,000 "
ID1004,38,Divorsiado,Life signature,VIP," 2,823 ",1375,3," 13,000 ",0,3,3,1," 19,000 "," 95,000 "," 114,000 "
ID1005,27,Divorsiado,Plata,VIP," 13,928 ",893,4," 15,000 ",1,4,1,0," 2,000 "," 7,000 "," 9,000 "
ID1006,27,Casado,Oro,VIP," 51,702 ",266,4," 18,000 ",0,4,1,1," 8,000 "," 39,000 "," 47,000 "
ID1007,43,Divorsiado,Life signature,VIP," 9,551 ",3495,1," 19,000 ",0,2,4,1," 3,000 "," 96,000 "," 99,000 "
ID1008,43,Casado,Plata,VIP," 65,219 ",1683,1," 19,000 ",1,4,1,1, -   ," 40,000 "," 40,000 "
ID1009,26,Casado,Black,CLASICO, -   ,1693,2," 16,000 ",1,4,3,1," 40,000 "," 16,000 "," 56,000 "
ID1010,26,Casado,Plata,CLASICO, -   ,2250,2," 13,000 ",0,2,0,0, -   ," 11,000 "," 11,000 "
ID1011,46,Casado,Life signature,VIP," 10,022 ",410,1," 19,000 ",0,2,0,0," 11,000 "," 64,000 "," 75,000 "
ID1012,46,Soltero,Black,VIP," 11,316 ",0,1," 18,000 ",0,3,4,1, -   ," 40,000 "," 40,000 "
ID1013,24,Divorsiado,Oro,CLASICO," 9,580 ",0,1," 18,000 ",0,3,0,0, -   ," 90,000 "," 90,000 "
ID1014,24,Casado,Plata,CLASICO, -   ,0,1," 18,000 ",0,2,3,1, -   ," 40,000 "," 40,000 "
ID1015,36,Soltero,Oro,CLASICO," 2,248 ",0,1," 12,000 ",0,3,10,1," 14,000 "," 80,000 "," 94,000 "
ID1016,36,Casado,Black,CLASICO, -   ,0,1," 14,000 ",1,2,2,1," 33,000 "," 23,000 "," 56,000 "
ID1017,28,Soltero,Plata,VIP, -   ,0,2," 15,000 ",1,2,6,1," 3,000 "," 30,000 "," 33,000 "
ID1018,28,Divorsiado,Life signature,VIP, -   ,0,2," 13,000 ",1,2,3,0," 2,000 "," 7,000 "," 9,000 "
ID1019,45,Divorsiado,Black,PREMIUN, -   ,0,2," 15,000 ",1,4,0,0, -   ," 40,000 "," 40,000 "
ID1020,45,Casado,Plata,PREMIUN," 11,427 ",0,2," 16,000 ",1,4,2,0," 3,000 "," 96,000 "," 99,000 "
ID1021,61,Divorsiado,Life signature,VIP," 8,491 ",0,2," 17,000 ",0,4,1,1, -   ," 40,000 "," 40,000 "
ID1022,61,Casado,Oro,VIP, -   ,0,2," 18,000 ",1,2,1,1, -   ," 11,000 "," 11,000 "
ID1023,61,Soltero,Life signature,VIP," 15,328 ",46,5," 18,000 ",0,2,3,0, -   ," 40,000 "," 40,000 "
ID1024,54,Divorsiado,Life plata,PREMIUN, -   ,0,2," 19,000 ",0,2,5,0, -   ," 25,000 "," 25,000 "
ID1025,54,Divorsiado,Life signature,PREMIUN," 2,425 ",0,2," 12,000 ",1,3,1,0," 11,000 "," 64,000 "," 75,000 "
ID1026,33,Divorsiado,Oro,CLASICO," 1,398 ",0,2," 18,000 ",1,4,2,1, -   ," 90,000 "," 90,000 "
ID1027,33,Divorsiado,Life plata,CLASICO, -   ,0,2," 12,000 ",1,4,0,1, -   ," 90,000 "," 90,000 "
ID1028,37,Divorsiado,Oro,PREMIUN, -   ,0,2," 18,000 ",1,3,6,1, -   ," 80,000 "," 80,000 "
ID1029,37,Casado,Oro,PREMIUN," 4,837 ",0,2," 14,000 ",0,2,2,0," 14,000 "," 80,000 "," 94,000 "
ID1030,33,Soltero,Black,CLASICO," 15,645 ",0,0," 18,000 ",0,3,4,1," 3,000 "," 30,000 "," 33,000 "
ID1031,33,Soltero,Life plata,CLASICO, -   ,0,0," 12,000 ",1,2,7,1," 31,000 "," 3,000 "," 34,000 "
ID1032,24,Soltero,Life plata,PREMIUN," 10,828 ",0,1," 17,000 ",0,2,1,1, -   ," 40,000 "," 40,000 "
ID1033,24,Soltero,Life signature,PREMIUN," 1,665 ",0,1," 15,000 ",0,3,9,0, -   ," 62,000 "," 62,000 "
ID1034,31,Casado,Oro,CLASICO," 8,897 ",0,2," 17,000 ",1,3,4,0, -   ," 40,000 "," 40,000 "
ID1035,31,Soltero,Black,CLASICO, -   ,0,2," 15,000 ",0,4,0,0," 14,000 "," 35,000 "," 49,000 "
ID1036,34,Soltero,Oro,CLASICO," 1,512 ",2677,0," 16,000 ",0,4,0,0," 6,000 "," 93,000 "," 99,000 "
ID1037,34,Casado,Life plata,CLASICO,-129 ,1520,0," 16,000 ",1,3,4,1, -   ," 25,000 "," 25,000 "
ID1038,33,Divorsiado,Black,CLASICO," 21,459 ",498,2," 15,000 ",0,3,4,1, -   ," 90,000 "," 90,000 "
ID1039,33,Divorsiado,Plata,CLASICO," 19,033 ",2097,2," 16,000 ",0,3,0,1, -   ," 25,000 "," 25,000 "
ID1040,29,Casado,Oro,VIP, 7 ,124,1," 17,000 ",0,2,0,0, -   ," 80,000 "," 80,000 "
ID1041,29,Soltero,Black,VIP, -   ,723,1," 18,000 ",1,4,1,1, -   ," 80,000 "," 80,000 "
ID1042,30,Casado,Oro,PREMIUN, -   ,0,2," 15,000 ",0,4,1,0," 31,000 "," 3,000 "," 34,000 "
ID1043,30,Soltero,Life signature,PREMIUN," 8,147 ",0,2," 17,000 ",1,3,0,0," 20,000 "," 5,000 "," 25,000 "
ID1044,53,Soltero,Life signature,PREMIUN, -   ,120,4," 14,000 ",0,4,0,1," 11,000 "," 64,000 "," 75,000 "
ID1045,41,Casado,Oro,PREMIUN," 18,480 ",0,2," 12,000 ",0,2,6,0," 3,000 "," 66,000 "," 69,000 "
ID1046,41,Soltero,Life signature,PREMIUN," 55,649 ",0,2," 14,000 ",1,3,2,0, -   ," 62,000 "," 62,000 "
ID1047,51,Divorsiado,Life signature,CLASICO," 13,422 ",3141,2," 19,000 ",0,3,4,1," 14,000 "," 35,000 "," 49,000 "
